qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R3-A-Q033,R3-前半-main-13,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.33,,"ダムの基礎処理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q034,R3-前半-supplementary-1,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.34,,"ダムにおけるRCD 用コンクリートの打込みに関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q035,R3-前半-supplementary-2,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.35,,"トンネルの山岳工法における補助工法に関する次の記述のうち,適当でないものはど れか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q036,R3-前半-supplementary-3,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.36,,"トンネルの山岳工法における支保工に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-A-Q037,R3-前半-supplementary-4,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.37,,"海岸の傾斜型護岸の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q038,R3-前半-supplementary-5,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.38,,"海岸保全施設の養浜の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q039,R3-前半-supplementary-6,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.39,,"港湾構造物の基礎捨石の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q040,R3-前半-supplementary-7,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.40,,"港湾における浚渫工事の事前調査に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q041,R3-前半-supplementary-8,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.41,,"鉄道の砕石路盤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q042,R3-前半-supplementary-9,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.42,,"鉄道の軌道における維持管理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-A-Q043,R3-前半-supplementary-10,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.43,,"鉄道(在来線)の営業線及びこれに近接して工事を施工する場合の保安対策に関する 次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q044,R3-前半-supplementary-11,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.44,,"シールド工法のセグメントに関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q045,R3-前半-supplementary-12,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.45,,"鋼構造物の塗装における塗膜の劣化に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q046,R3-前半-supplementary-13,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.46,,"上水道の配水管の埋設位置及び深さに関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q047,R3-前半-supplementary-14,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.47,,"下水道管渠の更生工法に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q048,R3-前半-supplementary-15,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.48,,"小口径管推進工法の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q049,R3-前半-supplementary-16,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.49,,"薬液注入工事の施工管理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q050,R3-前半-supplementary-17,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.50,,"労働基準法に定められている労働契約に関する次の記述のうち,誤っているものは どれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q051,R3-前半-supplementary-18,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.51,,"労働時間及び休暇・休日に関する次の記述のうち,労働基準法上,正しいものはど れか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q052,R3-前半-supplementary-19,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.52,,"事業者が統括安全衛生責任者に統括管理させなければならない事項に関する次の記述 のうち,労働安全衛生法上,誤っているものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q053,R3-前半-supplementary-20,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.53,,"高さがRm 以上のコンクリート造の工作物の解体等の作業における危険を防止するた めに,事業者又はコンクリート造の工作物の解体等作業主任者(以下,解体等作業 主任者という)が行わなければならない事項に関する次の記述のうち,労働安全衛生 法令上,誤っているものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q054,R3-前半-supplementary-1,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.54,,"技術者制度に関する次の記述のうち,建設業法令上,誤っているものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-A-Q055,R3-前半-supplementary-2,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.55,,"火薬類取締法令上,火薬類の取扱い等に関する次の記述のうち,正しいものはどれ か。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q056,R3-前半-supplementary-3,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.56,,"道路上で行う工事,又は行為についての許可,又は承認に関する次の記述のうち,道 路法令上,誤っているものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-A-Q057,R3-前半-supplementary-4,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.57,,"河川管理者以外の者が,河川区域内(高規格堤防特別区域を除く)で工事を行う場合の 手続きに関する次の記述のうち,誤っているものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-A-Q058,R3-前半-supplementary-5,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.58,,"工事現場に設ける仮設建築物の制限の緩和に関する次の記述のうち,建築基準法令 上,適用されないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-A-Q059,R3-前半-supplementary-6,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.59,,"騒音規制法令上,指定地域内で行う次の建設作業のうち,特定建設作業に 該当しないものはどれか。 ただし,当該作業がその作業を開始した日に終わるもの,及び使用する機械が一定の 限度を超える大きさの騒音を発生しないものとして環境大臣が指定するものを除く。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-A-Q060,R3-前半-supplementary-7,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.60,,"振動規制法令上,指定地域内で行う次の建設作業のうち,特定建設作業に 該当しないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-A-Q061,R3-前半-supplementary-8,ability,3,,,,,false,,,令和3年度第一次検定 前半 No.61,,"船舶の航行,又は工事の許可等に関する次の記述のうち,港則法上,正しいものはど れか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q001,R3-後半-main-1,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.1,,"TS(トータルステーション)を用いて行う測量に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q002,R3-後半-main-2,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.2,,"公共工事標準請負契約約款に関する次の記述のうち,誤っているものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q003,R3-後半-main-3,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.3,,"下図は,鉄筋コンクリートL 型擁壁の配筋図を示したものである。たて壁とかかと版 の引張鉄筋の組合せで,正しいものはどれか。 1900 1002502004×250=1000100 50200 4×250=10008×125=1000 4×250=10004×250=1000 1002502004×250=1000100 50200 1900 400 00 00 11 00 8080 1616 × 3 × 3 2 = 2 = 0 0 600 255 22 22 = = 00 55 22 × × 99 0000 0088 4411 00 11 11 40040011004×250=10008×125=1000",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q004,R3-後半-main-4,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.4,,"建設工事における電気設備等に関する次の記述のうち,労働安全衛生規則上, 誤っているものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q005,R3-後半-main-5,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.5,,"工事の施工に伴う関係機関への届出及び許可に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q006,R3-後半-main-6,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.6,,"下図のネットワーク式工程表で示される工事で,作業E に3日間の遅延が発生した場 合,次の記述のうち,適当なものはどれか。 ただし,図中のイベント間のA〜J は作業内容,数字は当初の作業日数を示す。 B D 1 7日6日 A E I 0357 5日12日12日 C F G 24 6日4日6日 H J 6 8日11日",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q007,R3-後半-main-7,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.7,,"安全衛生管理体制に関する次の記述のうち,労働安全衛生法令上,誤っているものは どれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q008,R3-後半-main-8,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.8,,"建設工事現場における異常気象時の安全対策に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q009,R3-後半-main-9,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.9,,"建設工事の労働災害防止対策に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q010,R3-後半-main-10,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.10,,"型わく支保工に関する次の記述のうち,労働安全衛生法令上,誤っているものはどれ か。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q011,R3-後半-main-11,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.11,,"墜落による危険を防止するための安全ネットの設置に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q012,R3-後半-main-12,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.12,,"土工工事における明り掘削の作業にあたり事業者が遵守しなければならない事項に関 する次の記述のうち,労働安全衛生法令上,正しいものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q013,R3-後半-main-13,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.13,,"静的破砕剤と大型ブレーカを併用する工法で行う橋梁下部工の解体作業に関する次の 記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q014,R3-後半-main-14,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.14,,"道路のアスファルト舗装の品質管理に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q015,R3-後半-main-15,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.15,,"建設工事の品質管理における工種,品質特性及び試験方法に関する組合せの うち,適当なものは次のうちどれか。 [工種] [品質特性] [試験方法]",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q016,R3-後半-main-16,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.16,,"コンクリート標準示方書に規定されているレディーミクストコンクリートの受入れ検 査項目に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q017,R3-後半-main-17,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.17,,"情報化施工と環境負荷低減への取組みに関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q018,R3-後半-main-18,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.18,,"建設工事における騒音・振動対策に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q019,R3-後半-main-19,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.19,,"建設工事で発生する建設副産物の有効利用に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q020,R3-後半-main-20,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.20,,"建設工事に伴う産業廃棄物(特別管理産業廃棄物を除く)の処理に関する次の記述 のうち,廃棄物の処理及び清掃に関する法令上,誤っているものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q021,R3-後半-supplementary-1,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.21,,"施工計画作成の留意事項に関する下記の文章中ののR〜Sに当てはまる語 句の組合せとして,適当なものは次のうちどれか。 ・施工計画の作成は,発注者の要求する品質を確保するとともに, R を最優先にした施 工を基本とした計画とする。 ・施工計画の検討は,これまでの経験も貴重であるが,新技術や T を取り入れ工夫・改 善を心がけるようにする。 ・施工計画の作成は,一つの計画のみでなく,いくつかの代替案を作り比較検討して, U の計画を採用する。 ・施工計画の作成にあたり,発注者から指示された工程が最適工期とは限らないので,指示され た工程の範囲内でさらに S な工程を探し出すことも大切である。 R T U S",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q022,R3-後半-supplementary-2,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.22,,"公共工事における施工体制台帳作成に関する下記の文章中ののR〜Sに 当てはまる語句の組合せとして,適当なものは次のうちどれか。 ・発注者から直接工事を請負った建設業者は,施工するために下請契約を締結する場合には, 下請金額 R ,施工体制台帳を作成しなければならない。 ・施工体制台帳を作成する建設工事の下請負人は,その請負った工事を他の建設業を営む者に請 け負わせたときは,再下請負通知書を T に提出しなければならない。 ・施工体制台帳には,作成建設業者に関する許可を受けて営む建設業の種類, U の加 入状況などを記載しなければならない。 ・施工体制台帳を作成する建設業者は,当該工事における施工の分担関係を表示した S を作成し,工事関係者及び公衆が見やすい場所に掲示しなければならない。 R T U S",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q023,R3-後半-supplementary-3,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.23,,"工事の原価管理に関する下記の文章中ののR〜Sに当てはまる語句の組合 せとして,適当なものは次のうちどれか。 ・原価管理は,工事受注後に最も経済的な施工計画を立て,これに基づいた R の作成時 点から始まって,管理サイクルを回し, T 時点まで実施される。 ・原価管理は,施工改善・計画修正等があれば修正 R を作成して,これを基準として, 再び管理サイクルを回していくこととなる。 ・原価管理を有効に実施するには,管理の重点をどこにおくかの方針を持ち,どの程度の細かさ での U を行うかを決めておくことが必要である。 ・施工担当者は,常に工事の原価を把握し, R と S の比較対照を行う必要があ る。 R T U S",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q024,R3-後半-supplementary-4,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.24,,"建設機械の選定に関する下記の文章中ののR〜Sに当てはまる語句の組合 せとして,適当なものは次のうちどれか。 ・建設機械は,機種・性能により適用範囲が異なり,同じ機能を持つ機械でも現場条件により施 工能力が違うので,その機械が R を発揮できる施工法を選定する。 ・建設機械の選定で重要なことは,施工速度に大きく影響する機械の T ,稼働率の決定 である。 ・組合せ建設機械の選択においては,主要機械の能力を最大限に発揮させるために作業体系を U する。 ・組合せ建設機械の選択においては,従作業の施工能力を主作業の施工能力と同等,あるいは 幾分 S にする。 R T U S",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q025,R3-後半-supplementary-5,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.25,,"工程管理に関する下記の文章中ののR〜Sに当てはまる語句の組合せとし て適当なものは次のうちどれか。 ・工程管理は,品質,原価,安全等工事管理の目的とする要件を総合的に調整し,策定された基 本の R をもとにして実施される。 ・工程管理は,工事の施工段階を評価測定する基準を T におき,労働力,機械設備,資 材等の生産要素を,最も効果的に活用することを目的とした管理である。 ・工程管理は,施工計画の立案,計画を施工の面で実施する U と,施工途中で計画と実 績を評価,欠陥や不具合等があれば処置を行う改善機能とに大別できる。 ・工程管理は,工事の S と進捗速度を表す工程表を用い,常に工事の進捗状況を把握 し R と実施のずれを早期に発見し,必要な是正措置を講ずることである。 R T U S",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R3-B-Q026,R3-後半-supplementary-6,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.26,,"工程管理に用いられる各工程表の特徴に関する下記の文章中ののR〜S に当てはまる語句の組合せとして, 適当なものは次のうちどれか。 ・ R 工程表は,各作業の順序を明確に表示でき,各作業に含まれる余裕時間の状況も 把握できるが,作業の数が多くなるにつれ煩雑化する。 ・ T 工程表は,横軸に工期を,縦軸に各作業の出来高比率(%)を表示した工程表で, 予定と実績との差を直感的に比較するのに便利である。 ・ U 工程表は,各作業の完了時点を100 %として,横軸にその達成度をとる方法で, 各作業の進捗度合いは明確であるが,工期に影響を与える作業がどれか不明である。 ・ S 工程表は,トンネル工事のように工事区間が線状に長く,しかも工事の進行方向が 一定の方向にしか進捗できない工事に適している。 R T U S",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q027,R3-後半-supplementary-7,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.27,,"工程管理に用いられる横線式工程表(バーチャート)に関する下記の文章中の のR〜Sに当てはまる語句の組合せとして, 適当なものは次のうちどれか。 ・バーチャートは,工種を縦軸にとり,工期を横軸にとって各工種の工事期間を横棒で表現して いるが,これは R の欠点をある程度改良したものである。 ・バーチャートの作成は比較的 T ものであるが,工事内容を詳しく表現すれば,かなり 高度な工程表とすることも可能である。 ・バーチャートにおいては,他の工種との相互関係, U ,及び各工種が全体の工期に及ぼ す影響等が明確ではない。 ・バーチャートの作成における,各作業の日程を割り付ける方法としての S とは,竣工 期日から辿って着手日を決めていく手法である。 R T U S",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q028,R3-後半-supplementary-8,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.28,,"建設機械の災害防止のために事業者が講じるべき措置に関する下記の文章中の のR 〜S に当てはまる語句の組合せとして,労働安全衛生法令上, 正しいものは次のうちどれか。 ・車両系建設機械の運転者が運転席を離れる際は,原動機を止め, R ,走行ブレーキを かける等の逸走を防止する措置を講じなければならない。 ・車両系建設機械のブームやアームを上げ,その下で修理や点検を行う場合は,労働者の危険を 防止するため, T ,安全ブロック等を使用させなければならない。 ・車両系荷役運搬機械等を用いた作業を行う場合,路肩や傾斜地で労働者に危険が生ずるおそれ があるときは, U を配置しなければならない。 ・車両系荷役運搬機械等を用いた作業を行うときは, S を定めなければならない。 R T U S",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q029,R3-後半-supplementary-9,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.29,,"移動式クレーンの災害防止のために事業者が講じるべき措置に関する下記の文章中 ののR〜Sに当てはまる語句の組合せとして,クレーン等安全規則上, 正しいものは次のうちどれか。 ・クレーン機能付き油圧ショベルを小型移動式クレーンとして使用する場合,車両系建設機械の 運転技能講習を修了している者を,クレーン作業の運転者として従事させることが R 。 ・強風のため,移動式クレーンの作業の実施について危険が予想されるときは,当該作業を T しなければならない。 ・移動式クレーンの運転者及び玉掛けをする者が当該移動式クレーンの U を常時知るこ とができるよう,表示その他の措置を講じなければならない。 ・移動式クレーンを用いて作業を行うときは, S に,巻過防止装置,過負荷警報装置等 の機能について点検を行わなければならない。 R T U S",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q030,R3-後半-supplementary-10,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.30,,"建設工事における埋設物ならびに架空線の防護に関する下記の文章中のの R〜Sに当てはまる語句の組合せとして,適当なものは次のうちどれか。 ・明り掘削作業で,掘削機械・積込機械・運搬機械の使用に伴う地下工作物の損壊により労働者 に危険を及ぼすおそれのあるときは,これらの機械を R 。 ・明り掘削で露出したガス導管のつり防護等の作業には T を指名し,作業を行わなけれ ばならない。 ・架空線等上空施設に近接した工事の施工にあたっては,架空線等と機械,工具,材料等につい て U を確保する。 ・架空線等上空施設に近接して工事を行う場合は,必要に応じて S に施工方法の確認や 立会いを求める。 R T U S",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q031,R3-後半-supplementary-11,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.31,,"労働者の健康管理のために事業者が講じるべき措置に関する下記の文章中の のR〜Sに当てはまる語句の組合せとして,適当なものは次のうちどれか。 ・休憩時間を除き一週間に40時間を超えて労働させた場合,その超えた労働時間が一月当たり 80時間を超え,かつ,疲労の蓄積が認められる労働者の申出により, R による面接指 導を行う。 ・常時に特定粉じん作業に従事する労働者には,粉じんの発散防止・作業場所の換気方法・呼 吸用保護具の使用方法等について T を行わなければならない。 ・一定の危険性・有害性が確認されている化学物質を取り扱う場合には,事業場における U が義務とされている。 ・事業者は,原則として,常時使用する労働者に対して, S 以内ごとに,医師による健 康診断を行わなければならない。 R T U S",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q032,R3-後半-supplementary-12,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.32,,"品質管理に関する下記の文章中ののR〜Sに当てはまる語句の組合せとし て,適当なものは次のうちどれか。 ・品質管理は,ある作業を制御していく品質の統制から,施工計画立案の段階で R を検 討し,それを施工段階でつくり込むプロセス管理の考え方である。 ・工事目的物の品質を一定以上の水準に保つ活動を T 活動といい,品質の向上や品質の 維持管理を行う品質管理よりも幅広い概念を含んでいる。 ・品質特性を決める場合には,構造物の品質に重要な影響を及ぼすものであること, U しやすい特性であること等に留意する。 ・設計値を十分満足するような品質を実現するためには, S を考慮して,余裕を持った 品質を目標としなければならない。 R T U S",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R3-B-Q033,R3-後半-supplementary-13,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.33,,"情報化施工におけるTS(トータルステーション)・GNSS(全球測位衛星システム) を用いた盛土の締固め管理に関する下記の文章中ののR〜Sに当てはまる 語句の組合せとして,適当なものは次のうちどれか。 ・TS・GNSS を用いて締固め機械の走行記録をもとに,盛土の締固め管理をする方法は, R の2つである。 ・TS・GNSS を用いた盛土の締固め管理は,締固め機械の走行位置をリアルタイムに計測し, T を確認する。 ・盛土の施工仕様(まき出し厚や T )は,使用予定材料のうち U について,事 前に試験施工で決定する。 ・盛土の材料を締め固める際は,原則として盛土施工範囲の S について,モニタに表示 される T 分布図が,規定回数だけ締め固めたことを示す色になることを確認する。 R T U S",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R3-B-Q034,R3-後半-supplementary-14,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.34,,"機械式鉄筋継手に関する下記の文章中ののR〜Sに当てはまる語句の組合 せとして,適当なものは次のうちどれか。 ・機械式鉄筋継手には,継手用スリーブと鉄筋がグラウトを介して力を伝達するモルタル充填継 手や,内面にねじ加工されたカプラーによって接合する R 鉄筋継手がある。 ・機械式鉄筋継手の継手単体の特性は,一方向引張試験や弾性域正負繰返し試験時の引張強度や T によって確認される。 ・モルタル充填継手の施工にあたり,鉄筋の挿入長さが十分であることを, U で確認 する。 ・施工後のモルタル充填継手では,モルタルが排出孔から S ことを確認する。 R T U S",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R3-B-Q035,R3-後半-supplementary-15,ability,3,,,,,false,,,令和3年度第一次検定 後半 No.35,,"プレキャストコンクリート構造物の接合施工に関する下記の文章中ののR 〜Sに当てはまる語句の組合せとして,適当なものは次のうちどれか。 ・プレキャストコンクリートの接合面に用いるエポキシ樹脂接着剤は,コンクリート温度が R と粘度が高くなり硬化反応も遅くなることから,使用温度に適したものを選んで使用 する。 ・プレキャストコンクリートの接合面に接着剤を用いる場合は,施工前に接合面を十分に T させる。 ・プレキャストコンクリートの接合面にモルタルを打ち込んで接合する場合は,施工前に接合面を 十分に U させる。 ・シールドのセグメント等で用いられる S により接合する方法は,部材の製造や接合時 に,高精度な寸法管理や設置管理が必要になる。 R T U S",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R4-A-Q001,R4-前半-main-1,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.1,,"土質試験における試験の名称,試験結果から求められるもの及び試験結果の 利用の組合せとして,次のうち適当なものはどれか。 [試験の名称] [試験結果から求められるもの][試験結果の利用]",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q002,R4-前半-main-2,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.2,,"法面保護工の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q003,R4-前半-main-3,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.3,,"TS(トータルステーション)・GNSS(全球測位衛星システム)を用いた盛土の情報 化施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q004,R4-前半-main-4,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.4,,"道路の盛土区間に設置するボックスカルバート周辺の裏込めの施工に関する次の記述 のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q005,R4-前半-main-5,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.5,,"軟弱地盤対策工法に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q006,R4-前半-main-6,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.6,,"コンクリート用細骨材の品質に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q007,R4-前半-main-7,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.7,,"コンクリートの品質に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q008,R4-前半-main-8,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.8,,"コンクリートの養生に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q009,R4-前半-main-9,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.9,,"コンクリートの配合に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-A-Q010,R4-前半-main-10,ability,3,,,,,false,,,令和4年度第一次検定 前半 No.10,,"暑中コンクリートに関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
